NO,MODE,DEVICE,ACTUAL,REFER,MEASURE,LIMIT_DOWN,PRESENT_DOWN,LIMIT_UP,PRESENT_UP,FILENAME
597,R.,R715,039.0 o,39.0 o,42.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605004739.CSV"
597,R.,R715,039.0 o,39.0 o,42.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605005030.CSV"
597,R.,R715,039.0 o,39.0 o,42.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605004259.CSV"
597,R.,R715,039.0 o,39.0 o,43.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605005152.CSV"
597,R.,R715,039.0 o,39.0 o,42.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605005231.CSV"
597,R.,R715,039.0 o,39.0 o,42.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605005109.CSV"
597,R.,R715,039.0 o,39.0 o,43.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605010429.CSV"
597,R.,R715,039.0 o,39.0 o,42.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605005524.CSV"
597,R.,R715,039.0 o,39.0 o,42.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605010349.CSV"
597,R.,R715,039.0 o,39.0 o,42.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605010310.CSV"
597,R.,R715,039.0 o,39.0 o,43.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605010507.CSV"
597,R.,R715,039.0 o,39.0 o,43.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605010551.CSV"
597,R.,R715,039.0 o,39.0 o,43.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605010632.CSV"
597,R.,R715,039.0 o,39.0 o,42.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605010711.CSV"
597,R.,R715,039.0 o,39.0 o,41.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605005418.CSV"
597,R.,R715,039.0 o,39.0 o,42.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605010759.CSV"
597,R.,R715,039.0 o,39.0 o,42.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605010843.CSV"
597,R.,R715,039.0 o,39.0 o,41.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605010924.CSV"
597,R.,R715,039.0 o,39.0 o,43.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605011007.CSV"
597,R.,R715,039.0 o,39.0 o,43.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605011221.CSV"
597,R.,R715,039.0 o,39.0 o,42.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605011050.CSV"
597,R.,R715,039.0 o,39.0 o,42.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605012131.CSV"
597,R.,R715,039.0 o,39.0 o,42.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605011905.CSV"
597,R.,R715,039.0 o,39.0 o,43.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605012301.CSV"
597,R.,R715,039.0 o,39.0 o,42.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605011628.CSV"
597,R.,R715,039.0 o,39.0 o,42.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605012051.CSV"
597,R.,R715,039.0 o,39.0 o,42.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605011134.CSV"
597,R.,R715,039.0 o,39.0 o,42.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605012214.CSV"
597,R.,R715,039.0 o,39.0 o,42.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605013622.CSV"
597,R.,R715,039.0 o,39.0 o,42.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605013536.CSV"
597,R.,R715,039.0 o,39.0 o,42.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605014020.CSV"
597,R.,R715,039.0 o,39.0 o,42.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605013739.CSV"
597,R.,R715,039.0 o,39.0 o,42.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605014555.CSV"
597,R.,R715,039.0 o,39.0 o,41.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605014821.CSV"
597,R.,R715,039.0 o,39.0 o,43.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605014902.CSV"
597,R.,R715,039.0 o,39.0 o,42.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605014101.CSV"
597,R.,R715,039.0 o,39.0 o,42.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605015023.CSV"
597,R.,R715,039.0 o,39.0 o,42.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605015105.CSV"
597,R.,R715,039.0 o,39.0 o,42.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605013930.CSV"
597,R.,R715,039.0 o,39.0 o,42.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605014643.CSV"
597,R.,R715,039.0 o,39.0 o,42.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605014944.CSV"
597,R.,R715,039.0 o,39.0 o,42.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605015229.CSV"
597,R.,R715,039.0 o,39.0 o,42.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605015434.CSV"
597,R.,R715,039.0 o,39.0 o,42.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605015644.CSV"
597,R.,R715,039.0 o,39.0 o,43.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605015515.CSV"
597,R.,R715,039.0 o,39.0 o,41.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605015602.CSV"
597,R.,R715,039.0 o,39.0 o,42.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605015738.CSV"
597,R.,R715,039.0 o,39.0 o,42.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605020601.CSV"
597,R.,R715,039.0 o,39.0 o,42.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605015148.CSV"
597,R.,R715,039.0 o,39.0 o,42.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605020725.CSV"
597,R.,R715,039.0 o,39.0 o,42.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605020018.CSV"
597,R.,R715,039.0 o,39.0 o,43.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605020806.CSV"
597,R.,R715,039.0 o,39.0 o,42.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605020845.CSV"
597,R.,R715,039.0 o,39.0 o,43.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605021402.CSV"
597,R.,R715,039.0 o,39.0 o,42.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605022058.CSV"
597,R.,R715,039.0 o,39.0 o,42.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605022221.CSV"
597,R.,R715,039.0 o,39.0 o,43.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605022010.CSV"
597,R.,R715,039.0 o,39.0 o,42.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605021932.CSV"
597,R.,R715,039.0 o,39.0 o,43.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605022141.CSV"
597,R.,R715,039.0 o,39.0 o,42.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605021013.CSV"
597,R.,R715,039.0 o,39.0 o,43.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605022422.CSV"
597,R.,R715,039.0 o,39.0 o,43.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605022342.CSV"
597,R.,R715,039.0 o,39.0 o,43.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605022302.CSV"
597,R.,R715,039.0 o,39.0 o,42.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605022549.CSV"
597,R.,R715,039.0 o,39.0 o,42.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605022626.CSV"
597,R.,R715,039.0 o,39.0 o,42.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605023014.CSV"
597,R.,R715,039.0 o,39.0 o,43.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605022707.CSV"
597,R.,R715,039.0 o,39.0 o,41.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605025604.CSV"
597,R.,R715,039.0 o,39.0 o,42.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605022747.CSV"
597,R.,R715,039.0 o,39.0 o,43.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605025846.CSV"
597,R.,R715,039.0 o,39.0 o,43.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605025650.CSV"
597,R.,R715,039.0 o,39.0 o,41.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605022505.CSV"
597,R.,R715,039.0 o,39.0 o,42.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605030026.CSV"
597,R.,R715,039.0 o,39.0 o,42.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605025926.CSV"
597,R.,R715,039.0 o,39.0 o,42.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605030246.CSV"
597,R.,R715,039.0 o,39.0 o,43.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605030730.CSV"
597,R.,R715,039.0 o,39.0 o,42.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605030927.CSV"
597,R.,R715,039.0 o,39.0 o,42.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605030453.CSV"
597,R.,R715,039.0 o,39.0 o,42.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605030621.CSV"
597,R.,R715,039.0 o,39.0 o,42.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605030841.CSV"
597,R.,R715,039.0 o,39.0 o,42.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605031225.CSV"
597,R.,R715,039.0 o,39.0 o,43.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605030153.CSV"
597,R.,R715,039.0 o,39.0 o,43.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605031400.CSV"
597,R.,R715,039.0 o,39.0 o,42.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605031308.CSV"
597,R.,R715,039.0 o,39.0 o,43.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605031452.CSV"
597,R.,R715,039.0 o,39.0 o,42.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605031654.CSV"
597,R.,R715,039.0 o,39.0 o,42.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605031739.CSV"
597,R.,R715,039.0 o,39.0 o,42.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605031532.CSV"
597,R.,R715,039.0 o,39.0 o,42.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605032407.CSV"
597,R.,R715,039.0 o,39.0 o,42.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605032449.CSV"
597,R.,R715,039.0 o,39.0 o,42.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605031615.CSV"
597,R.,R715,039.0 o,39.0 o,42.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605032702.CSV"
597,R.,R715,039.0 o,39.0 o,42.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605032530.CSV"
597,R.,R715,039.0 o,39.0 o,42.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605032323.CSV"
597,R.,R715,039.0 o,39.0 o,43.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605032743.CSV"
597,R.,R715,039.0 o,39.0 o,43.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605032943.CSV"
597,R.,R715,039.0 o,39.0 o,41.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605032823.CSV"
597,R.,R715,039.0 o,39.0 o,41.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605033108.CSV"
597,R.,R715,039.0 o,39.0 o,42.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605032902.CSV"
597,R.,R715,039.0 o,39.0 o,42.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605033309.CSV"
597,R.,R715,039.0 o,39.0 o,42.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605033436.CSV"
597,R.,R715,039.0 o,39.0 o,42.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605033532.CSV"
597,R.,R715,039.0 o,39.0 o,43.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605033228.CSV"
597,R.,R715,039.0 o,39.0 o,43.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605033618.CSV"
597,R.,R715,039.0 o,39.0 o,43.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605033148.CSV"
597,R.,R715,039.0 o,39.0 o,43.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605033748.CSV"
597,R.,R715,039.0 o,39.0 o,42.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605034203.CSV"
597,R.,R715,039.0 o,39.0 o,42.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605033354.CSV"
597,R.,R715,039.0 o,39.0 o,43.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605033826.CSV"
597,R.,R715,039.0 o,39.0 o,43.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605034640.CSV"
597,R.,R715,039.0 o,39.0 o,42.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605034513.CSV"
597,R.,R715,039.0 o,39.0 o,42.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605034554.CSV"
597,R.,R715,039.0 o,39.0 o,43.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605033703.CSV"
597,R.,R715,039.0 o,39.0 o,42.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605034900.CSV"
597,R.,R715,039.0 o,39.0 o,43.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605034813.CSV"
597,R.,R715,039.0 o,39.0 o,42.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605035000.CSV"
597,R.,R715,039.0 o,39.0 o,43.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605035302.CSV"
597,R.,R715,039.0 o,39.0 o,42.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605034720.CSV"
597,R.,R715,039.0 o,39.0 o,42.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605035050.CSV"
597,R.,R715,039.0 o,39.0 o,42.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605035215.CSV"
597,R.,R715,039.0 o,39.0 o,42.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605035131.CSV"
597,R.,R715,039.0 o,39.0 o,42.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605035637.CSV"
597,R.,R715,039.0 o,39.0 o,42.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605035720.CSV"
597,R.,R715,039.0 o,39.0 o,42.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605035341.CSV"
597,R.,R715,039.0 o,39.0 o,42.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605035430.CSV"
597,R.,R715,039.0 o,39.0 o,42.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605035847.CSV"
597,R.,R715,039.0 o,39.0 o,42.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605035514.CSV"
597,R.,R715,039.0 o,39.0 o,42.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605040507.CSV"
597,R.,R715,039.0 o,39.0 o,43.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605040426.CSV"
597,R.,R715,039.0 o,39.0 o,42.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605040659.CSV"
597,R.,R715,039.0 o,39.0 o,42.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605040615.CSV"
597,R.,R715,039.0 o,39.0 o,42.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605035802.CSV"
597,R.,R715,039.0 o,39.0 o,43.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605040825.CSV"
597,R.,R715,039.0 o,39.0 o,42.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605041034.CSV"
597,R.,R715,039.0 o,39.0 o,42.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605040906.CSV"
597,R.,R715,039.0 o,39.0 o,42.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605040949.CSV"
597,R.,R715,039.0 o,39.0 o,43.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605041639.CSV"
597,R.,R715,039.0 o,39.0 o,43.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605041122.CSV"
597,R.,R715,039.0 o,39.0 o,42.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605041825.CSV"
597,R.,R715,039.0 o,39.0 o,42.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605041213.CSV"
597,R.,R715,039.0 o,39.0 o,43.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605042300.CSV"
597,R.,R715,039.0 o,39.0 o,43.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605042209.CSV"
597,R.,R715,039.0 o,39.0 o,42.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605042123.CSV"
597,R.,R715,039.0 o,39.0 o,42.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605042347.CSV"
597,R.,R715,039.0 o,39.0 o,42.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605042513.CSV"
597,R.,R715,039.0 o,39.0 o,42.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605042428.CSV"
597,R.,R715,039.0 o,39.0 o,43.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605042743.CSV"
597,R.,R715,039.0 o,39.0 o,42.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605043930.CSV"
597,R.,R715,039.0 o,39.0 o,41.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605042643.CSV"
597,R.,R715,039.0 o,39.0 o,42.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605051736.CSV"
597,R.,R715,039.0 o,39.0 o,42.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605042557.CSV"
597,R.,R715,039.0 o,39.0 o,42.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605051823.CSV"
597,R.,R715,039.0 o,39.0 o,43.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605051611.CSV"
597,R.,R715,039.0 o,39.0 o,42.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605051907.CSV"
597,R.,R715,039.0 o,39.0 o,43.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605044046.CSV"
597,R.,R715,039.0 o,39.0 o,43.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605051951.CSV"
597,R.,R715,039.0 o,39.0 o,42.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605052038.CSV"
597,R.,R715,039.0 o,39.0 o,43.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605052335.CSV"
597,R.,R715,039.0 o,39.0 o,42.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605052425.CSV"
597,R.,R715,039.0 o,39.0 o,43.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605052511.CSV"
597,R.,R715,039.0 o,39.0 o,42.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605052554.CSV"
597,R.,R715,039.0 o,39.0 o,41.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605052250.CSV"
597,R.,R715,039.0 o,39.0 o,42.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605052723.CSV"
597,R.,R715,039.0 o,39.0 o,42.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605052804.CSV"
597,R.,R715,039.0 o,39.0 o,42.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605052849.CSV"
597,R.,R715,039.0 o,39.0 o,43.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605053116.CSV"
597,R.,R715,039.0 o,39.0 o,43.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605052931.CSV"
597,R.,R715,039.0 o,39.0 o,41.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605053028.CSV"
597,R.,R715,039.0 o,39.0 o,42.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605053257.CSV"
597,R.,R715,039.0 o,39.0 o,43.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605053342.CSV"
597,R.,R715,039.0 o,39.0 o,43.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605053425.CSV"
597,R.,R715,039.0 o,39.0 o,42.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605053518.CSV"
597,R.,R715,039.0 o,39.0 o,43.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605053215.CSV"
597,R.,R715,039.0 o,39.0 o,43.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605053601.CSV"
597,R.,R715,039.0 o,39.0 o,43.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605053818.CSV"
597,R.,R715,039.0 o,39.0 o,43.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605053732.CSV"
597,R.,R715,039.0 o,39.0 o,42.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605053951.CSV"
597,R.,R715,039.0 o,39.0 o,43.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605053648.CSV"
597,R.,R715,039.0 o,39.0 o,43.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605054122.CSV"
597,R.,R715,039.0 o,39.0 o,43.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605054038.CSV"
597,R.,R715,039.0 o,39.0 o,42.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605054215.CSV"
597,R.,R715,039.0 o,39.0 o,42.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605054736.CSV"
597,R.,R715,039.0 o,39.0 o,42.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605054907.CSV"
597,R.,R715,039.0 o,39.0 o,43.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605054430.CSV"
597,R.,R715,039.0 o,39.0 o,42.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605054951.CSV"
597,R.,R715,039.0 o,39.0 o,42.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605055037.CSV"
597,R.,R715,039.0 o,39.0 o,45.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610173651.CSV"
597,R.,R715,039.0 o,39.0 o,44.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610173852.CSV"
597,R.,R715,039.0 o,39.0 o,44.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610173755.CSV"
597,R.,R715,039.0 o,39.0 o,42.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220605055335.CSV"
597,R.,R715,039.0 o,39.0 o,45.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610174223.CSV"
597,R.,R715,039.0 o,39.0 o,44.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610174440.CSV"
597,R.,R715,039.0 o,39.0 o,45.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610174340.CSV"
597,R.,R715,039.0 o,39.0 o,44.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610174631.CSV"
597,R.,R715,039.0 o,39.0 o,45.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610175144.CSV"
597,R.,R715,039.0 o,39.0 o,45.6,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610180400.CSV"
597,R.,R715,039.0 o,39.0 o,45.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610174745.CSV"
597,R.,R715,039.0 o,39.0 o,45.5,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610180444.CSV"
597,R.,R715,039.0 o,39.0 o,45.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610180756.CSV"
597,R.,R715,039.0 o,39.0 o,46.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610180711.CSV"
597,R.,R715,039.0 o,39.0 o,45.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610180930.CSV"
597,R.,R715,039.0 o,39.0 o,45.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610180847.CSV"
597,R.,R715,039.0 o,39.0 o,45.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610181013.CSV"
597,R.,R715,039.0 o,39.0 o,46.0,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610181103.CSV"
597,R.,R715,039.0 o,39.0 o,45.1,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610181241.CSV"
597,R.,R715,039.0 o,39.0 o,45.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610181152.CSV"
597,R.,R715,039.0 o,39.0 o,44.8,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610181406.CSV"
597,R.,R715,039.0 o,39.0 o,44.4,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610181326.CSV"
597,R.,R715,039.0 o,39.0 o,45.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610181556.CSV"
597,R.,R715,039.0 o,39.0 o,45.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610181752.CSV"
597,R.,R715,039.0 o,39.0 o,44.7,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610181836.CSV"
597,R.,R715,039.0 o,39.0 o,44.9,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610182008.CSV"
597,R.,R715,039.0 o,39.0 o,44.2,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610181920.CSV"
597,R.,R715,039.0 o,39.0 o,45.3,31.2 o,20,46.8 o,20,"EC16004-32,-34,-38_20220610182128.CSV"
